address,balance,Days_held,Amount_Received(OP),Amount_Sold(OP),percentage_spent,TDR,Wallet_Age(Days),From_Count,To_Count,Past_participant
0xe314cb9b0c9e9a4cbd27ee0a60575f6198871c18,0.03854,67,2.977294330050535,0.0,0.0,0.722,146,27,30,False
0x46e2a49e5424350ea7f25897b4b8f10fe96456e0,0.00127,22,5.394939586916434,5.394939586916434,100.0,0.988,130,39,45,False
0x668ed11c436ae1fab52bcfdba21f0d42cf42b4f6,0.00456,17,5.433932151358654,5.433932151358654,100.0,0.094,367,15,15,False
0x7bf4dc68622feab90e154348e3c3f9cf72378326,0.01857,67,5.05866808879323,0.0,0.0,2.5,93,31,34,False
0xbb16806c5ab3fe0da92e4b62538b7b8dca986851,0.00545,13,6.534437928619367,6.534437928619366,100.0,2.778,162,47,53,False
0xc8a0271cd527a0cad25b70c18905a1fed37ea7a9,0.00258,67,3.1763555507897423,0.0,0.0,0.111,271,12,14,False
0x04e2bd0053fdc1ef870694b6ca402a9bd780c717,0.00299,67,3.263633901744201,0.0,0.0,0.024,319,3,3,True
0xc7b69790eca69b19fa2ef9ff154953c8204213bc,0.00059,67,103.24625183070496,0.0,0.0,0.223,502,44,53,True
0x783b4e6e70aa99c45311a12913c401f30370fa1b,0.03271,67,6.004021732169781,0.0,0.0,0.147,258,13,15,False
0x1b24f46cd8642fe382f845453fb3ce460d69b4e2,0.05137,67,3.1954529741333864,0.0,0.0,0.634,108,27,32,False
0xaf11bd41fc1321df6f2130bd63f4d11d6b84b2e5,0.00331,67,375.7560706914977,0.0,0.0,0.016,316,0,4,True
0xf567a6ca93dec3203344094cb90f035cc853a248,0.00641,67,241.3098057101392,0.0,0.0,0.02,312,0,5,True
0xda8740774e3240755cb45581f402234752f220c4,0.01074,67,3.768445003866097,2.0,53.07,0.525,144,36,38,False
0x184119278ab513b94964d2d2b139b8139e2775e5,0.00158,67,5.902696253214137,0.0,0.0,0.3,482,50,50,True
0xe58f5d5a3587013c60630d94f547f04ab86d1a2a,0.00072,0,11.587722445738462,13.0,100.0,1.695,172,46,54,False
0x44126e2b66aaca128ba5f83163b00cd74fa0295e,1.67965,67,248.2043715875717,0.0,0.0,0.016,319,0,4,True
0xcb9b236ef9f33c23f92b7bf7985f4d97aa4504d3,0.01903,67,18.49779081094355,0.0,0.0,0.04,320,4,6,True
0xb3a7ae464c2b22b01a8269351b3ec6f05264e100,0.00048,32,3.819458187346025,4.403607071308324,100.0,0.8,94,25,23,False
0xf5131f6a0384186193c513d263986f278e8f1200,0.00076,67,2.9656353103480204,0.0,0.0,0.855,129,25,28,False
0x8f4413be18bdd5bfe2c686d8d2af0a0dc03342c8,0.00654,67,3.918840017307431,0.0,0.0,0.593,163,43,46,False
0x54549181ea77b4995f1125650001d9ffa6178cd8,0.0,0,4.517621538790802,4.517621538790802,100.0,0.021,355,3,3,True
0x1ebfca250e026759995b23dd6c9805b1803a8431,0.13228,67,2.89779537388518,0.0,0.0,0.8,112,32,36,False
0x338b66afdd5b66371f661c260c338766114df272,0.04437,67,5.9561329062873405,0.0,0.0,0.028,320,3,4,True
0x64194ac8867b7e7477a3f4cced6c5151cbbfe051,0.00099,67,24.54135965963076,0.0,0.0,0.06,320,7,10,True
0x33b622ed0536e3570d893c63e6dd01c588b1510a,0.00097,67,7.059397004633453,0.0,0.0,9.091,156,49,51,False
0x68313a3f0458a3b777f2efcc7ce55cde6995f3a0,0.00244,67,3.92817163495199,0.0,0.0,0.921,102,37,45,False
0xc6aabe3ddb32b18a27bbec659bac83c80d0fab63,0.00098,67,3.3668705389604883,0.0,0.0,1.618,101,27,28,False
0x00d3c3a344789bc8a9d405dde8687f10d5c4056f,0.00071,67,8.881696628607628,0.0,0.0,0.685,176,32,44,False
0xeb782359fe1137f20d9b920666184fc526118e44,0.01067,67,4.464347889921213,0.0,0.0,0.758,150,47,53,False
0xd427acb9fade3eaac31a5d570fa20d9071671205,0.00206,67,5.24433373955747,5.0,95.34,0.623,154,37,44,False
0x936bd33f4f684adcd6da3b96fd1f72e034ea54d4,7e-05,0,4.408715284705037,6.482333398831311,100.0,0.495,112,15,33,False
